symbol	desc	logFC	adj.P.Val	B
 MYOM2 	 myomesin 2 	-0.9475815601	0.0776407161	-3.2715741686
 MYOM3 	 myomesin 3 	-0.4080909374	0.2355029126	-5.2333945502
 MYOT 	 myotilin 	-1.5933945993	0.3380443611	-5.818685191
 MYOZ1 	 myozenin 1 	-1.0753306141	0.3351868558	-5.8058357544
 MYOZ2 	 myozenin 2 	-0.7411600582	0.2456367393	-5.3064068885
 MYOZ3 	 myozenin 3 	-0.3154551526	0.1490093127	-4.4260779966
 MYPN 	 myopalladin 	-0.422209111	0.4232415737	-6.1553715035
 MYPOP 	 Myb-related transcription factor, partner of profilin 	-0.1029971301	0.651791837	-6.7189318359
 MYRF 	 myelin regulatory factor 	0.4790123978	0.1698330569	-4.6578913024
 MYRFL 	 myelin regulatory factor-like 	-1.8741290435	0.0235949696	-1.0466067505
 MYRIP 	 myosin VIIA and Rab interacting protein 	-0.6488977433	0.0172911454	-0.4877076917
 MYSM1 	 Myb-like, SWIRM and MPN domains 1 	0.0031285216	0.9911035135	-7.0379520929
 MYT1 	 myelin transcription factor 1 	-0.2687413574	0.1866492502	-4.8286306218
 MYT1L 	 myelin transcription factor 1-like 	-0.1618138429	0.382936466	-6.0094237309
 MZB1 	 marginal zone B and B1 cell-specific protein 	1.8634669685	0.0049681984	1.6236761049
 MZF1 	 myeloid zinc finger 1 	0.2635380399	0.2103222799	-5.0435642813
 MZT2A 	 mitotic spindle organizing protein 2A 	0.141927697	0.4886851996	-6.3596010578
 MZT2A 	 mitotic spindle organizing protein 2A 	0.0672140913	0.7871847839	-6.9094365186
 MZT2A 	 mitotic spindle organizing protein 2A 	0.0672140913	0.7871847839	-6.9094365186
 MZT2B 	 mitotic spindle organizing protein 2B 	-0.1828181215	0.3148610072	-5.7079332263
 MZT2B 	 mitotic spindle organizing protein 2B 	0.1022427699	0.5797938566	-6.5803021348
 N4BP1 	 NEDD4 binding protein 1 	0.347071114	0.05817436	-2.7489146815
 N4BP2 	 NEDD4 binding protein 2 	0.1481709962	0.5607186258	-6.5380814529
 N4BP2L1 	 NEDD4 binding protein 2-like 1 	0.2917429018	0.2439046719	-5.2933584145
 N4BP2L1 	 NEDD4 binding protein 2-like 1 	0.0116646297	0.9618574588	-7.0334947173
 N4BP2L2 	 NEDD4 binding protein 2-like 2 	-0.3803901177	0.167064172	-4.6272310877
 N4BP3 	 NEDD4 binding protein 3 	-0.0023669455	0.9887578777	-7.037817691
 N6AMT1 	 N-6 adenine-specific DNA methyltransferase 1 (putative) 	-0.3444226592	0.1722892211	-4.6850951319
 N6AMT2 	 N-6 adenine-specific DNA methyltransferase 2 (putative) 	-0.2284370812	0.2607107003	-5.400507736
 NAA10 	 N(alpha)-acetyltransferase 10, NatA catalytic subunit 	0.3162312943	0.1804729942	-4.7672585856
 NAA11 	 N(alpha)-acetyltransferase 11, NatA catalytic subunit 	-0.089685687	0.5471051456	-6.5063032556
 NAA15 	 N(alpha)-acetyltransferase 15, NatA auxiliary subunit 	0.1391630019	0.6106199979	-6.6432637752
 NAA16 	 N(alpha)-acetyltransferase 16, NatA auxiliary subunit 	0.0901700242	0.5792527294	-6.578828195
 NAA20 	 N(alpha)-acetyltransferase 20, NatB catalytic subunit 	-0.40368686	0.1155594261	-3.9701467164
 NAA25 	 N(alpha)-acetyltransferase 25, NatB auxiliary subunit 	0.1578436103	0.4225009881	-6.1526477164
 NAA30 	 N(alpha)-acetyltransferase 30, NatC catalytic subunit 	-0.1508435466	0.3219716744	-5.7420712578
 NAA35 	 N(alpha)-acetyltransferase 35, NatC auxiliary subunit 	-0.2406794893	0.1407167839	-4.3253607489
 NAA38 	 N(alpha)-acetyltransferase 38, NatC auxiliary subunit 	-0.266365343	0.1935195993	-4.8957128927
 NAA40 	 N(alpha)-acetyltransferase 40, NatD catalytic subunit 	0.3330308053	0.1267603023	-4.1340949502
 NAA50 	 N(alpha)-acetyltransferase 50, NatE catalytic subunit 	0.0616652446	0.7171852435	-6.8215556637
 NAA60 	 N(alpha)-acetyltransferase 60, NatF catalytic subunit 	0.0166426457	0.9471349213	-7.0290665028
 NAAA 	 N-acylethanolamine acid amidase 	0.2955985775	0.1827398293	-4.788316407
 NAALAD2 	 N-acetylated alpha-linked acidic dipeptidase 2 	-0.4722389344	0.2969391613	-5.6105319171
 NAALADL1 	 N-acetylated alpha-linked acidic dipeptidase-like 1 	0.0849194797	0.6765140854	-6.7577665424
 NAALADL2 	 N-acetylated alpha-linked acidic dipeptidase-like 2 	-0.8657968738	0.0343453876	-1.7709716071
 NAB1 	 NGFI-A binding protein 1 (EGR1 binding protein 1) 	0.0434788578	0.8459400802	-6.9678386787
 NAB2 	 NGFI-A binding protein 2 (EGR1 binding protein 2) 	0.2083892796	0.2161811265	-5.0913012529
 NABP1 	 nucleic acid binding protein 1 	0.6800652232	0.0185528547	-0.6095059188
 NABP2 	 nucleic acid binding protein 2 	0.2976453614	0.2675854038	-5.4441726921
 NACA 	 nascent polypeptide-associated complex alpha subunit 	0.0815170471	0.6076751334	-6.6375508765
 NACA2 	 nascent polypeptide-associated complex alpha subunit 2 	-0.3435927392	0.2120231951	-5.0574244213
 NACA3P 	 NACA family member 3 pseudogene 	-0.3136390895	0.0803711036	-3.3353972385
 NACAD 	 NAC alpha domain containing 	-0.0179967148	0.9376000393	-7.0253019315
 NACAP1 	 nascent-polypeptide-associated complex alpha polypeptide pseudogene 1 	-0.2565944002	0.1989719596	-4.9428567138
 NACC1 	 nucleus accumbens associated 1, BEN and BTB (POZ) domain containing 	0.2318504637	0.2815990155	-5.5273960154
 NACC2 	 NACC family member 2, BEN and BTB (POZ) domain containing 	-0.2502468599	0.3115470159	-5.6916455666
 NADK 	 NAD kinase 	0.5664574038	0.0356789766	-1.8461001777
 NADK2 	 NAD kinase 2, mitochondrial 	-0.9270710958	0.0162910307	-0.3682409062
 NADSYN1 	 NAD synthetase 1 	0.1815451442	0.4371561741	-6.2025146059
 NAE1 	 NEDD8 activating enzyme E1 subunit 1 	-0.0762259417	0.6863692947	-6.7748365824
 NAF1 	 nuclear assembly factor 1 ribonucleoprotein 	-0.0407458837	0.8365770353	-6.959730615
 NAG18 	 NAG18 mRNA 	0.054717165	0.7926507691	-6.9151019021
 NAGA 	 N-acetylgalactosaminidase, alpha- 	0.6122939451	0.0307394743	-1.5662208132
 NAGK 	 N-acetylglucosamine kinase 	0.3622475686	0.0807746426	-3.3439897116
 NAGLU 	 N-acetylglucosaminidase, alpha 	0.0418722141	0.8622663661	-6.9811293165
 NAGPA 	 N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase 	0.4871866626	0.112991092	-3.9295408386
 NAGS 	 N-acetylglutamate synthase 	-0.646859864	0.056849397	-2.7074371022
 NAIF1 	 nuclear apoptosis inducing factor 1 	0.2341039497	0.2030553743	-4.9830349451
 NAIP 	 NLR family, apoptosis inhibitory protein 	0.5894287917	0.2550994433	-5.3642599072
 NAIP 	 NLR family, apoptosis inhibitory protein 	0.5894287917	0.2550994433	-5.3642599072
 NAIP 	 NLR family, apoptosis inhibitory protein 	0.5584865875	0.285552955	-5.5509959546
 NALCN 	 sodium leak channel, non-selective 	-0.143014746	0.5904554799	-6.6029854806
 NAMPT 	 nicotinamide phosphoribosyltransferase 	0.4241920609	0.181086068	-4.7726913645
 NAMPT 	 nicotinamide phosphoribosyltransferase 	0.3690214874	0.2668397807	-5.4390450508
 NANOG 	 Nanog homeobox 	-0.1786737262	0.348795773	-5.8678936879
 NANOG 	 Nanog homeobox 	-0.1158568617	0.5881365146	-6.5977046903
 NANOGNB 	 NANOG neighbor homeobox 	0.2632808036	0.2642757954	-5.42121573
 NANOGP1 	 Nanog homeobox pseudogene 1 	-0.1304989836	0.3733608278	-5.9710642458
 NANOS1 	 nanos homolog 1 (Drosophila) 	-0.379866209	0.0724889566	-3.1474800068
 NANOS2 	 nanos homolog 2 (Drosophila) 	-0.1320933515	0.4854260323	-6.350465971
 NANOS3 	 nanos homolog 3 (Drosophila) 	-0.1813983061	0.3398766778	-5.8277312132
 NANP 	 N-acetylneuraminic acid phosphatase 	-0.4144984502	0.0516058487	-2.5381924557
 NANS 	 N-acetylneuraminic acid synthase 	0.8042779903	0.0328049423	-1.6786705234
 NAP1L1 	 nucleosome assembly protein 1-like 1 	0.1592621075	0.5261698785	-6.4563671205
 NAP1L2 	 nucleosome assembly protein 1-like 2 	-0.7283362136	0.0739929115	-3.1830739751
 NAP1L3 	 nucleosome assembly protein 1-like 3 	-0.174519192	0.7267807291	-6.8349528562
 NAP1L4 	 nucleosome assembly protein 1-like 4 	-0.0438249092	0.811320796	-6.9348409171
 NAP1L4P1 	 nucleosome assembly protein 1-like 4 pseudogene 1 	-0.1548828368	0.5792527294	-6.578955007
 NAP1L5 	 nucleosome assembly protein 1-like 5 	-0.2198392407	0.170522915	-4.6664202363
 NAPA 	 N-ethylmaleimide-sensitive factor attachment protein, alpha 	0.4193026037	0.1645487114	-4.6017846098
 NAPB 	 N-ethylmaleimide-sensitive factor attachment protein, beta 	-0.1964442039	0.3623439861	-5.9242585128
 NAPEPLD 	 N-acyl phosphatidylethanolamine phospholipase D 	-0.8010324942	0.0151951365	-0.2604958577
 NAPG 	 N-ethylmaleimide-sensitive factor attachment protein, gamma 	-0.3018112189	0.2203235116	-5.1250566727
 NAPRT 	 nicotinate phosphoribosyltransferase 	-0.183853909	0.3059450975	-5.6604885781
 NAPSA 	 napsin A aspartic peptidase 	-0.4402403907	0.1572934368	-4.5246185767
 NAPSB 	 napsin B aspartic peptidase, pseudogene 	0.7623098821	0.0074921897	0.906455952
 NARF 	 nuclear prelamin A recognition factor 	0.1718483039	0.431558679	-6.1846837492
 NARFL 	 nuclear prelamin A recognition factor-like 	0.0429417776	0.8710303949	-6.9878751373
 NARS 	 asparaginyl-tRNA synthetase 	-0.3598892919	0.1501865121	-4.4397199372
 NARS2 	 asparaginyl-tRNA synthetase 2, mitochondrial (putative) 	-0.2392700275	0.1981343469	-4.9352263757
 NASP 	 nuclear autoantigenic sperm protein (histone-binding) 	0.2857595284	0.1277296145	-4.1501928321
 NAT1 	 N-acetyltransferase 1 (arylamine N-acetyltransferase) 	-0.3947337317	0.0842347892	-3.4142163019
 NAT10 	 N-acetyltransferase 10 (GCN5-related) 	0.3518184039	0.0645060167	-2.9321310068
 NAT14 	 N-acetyltransferase 14 (GCN5-related, putative) 	0.2131986224	0.3890309807	-6.0342578838
 NAT16 	 N-acetyltransferase 16 (GCN5-related, putative) 	-0.2006084425	0.2628165294	-5.4131233734
 NAT2 	 N-acetyltransferase 2 (arylamine N-acetyltransferase) 	-0.5897550232	0.0633279163	-2.9011105689
 NAT6 	 N-acetyltransferase 6 (GCN5-related) 	0.1720154105	0.4083829742	-6.1051166538
 NAT8 	 N-acetyltransferase 8 (GCN5-related, putative) 	-0.5921286975	0.0235938744	-1.0459536187
 NAT8B 	 N-acetyltransferase 8B (GCN5-related, putative, gene	-0.7543441789	0.068164158	-3.0339814655
 NAT8L 	 N-acetyltransferase 8-like (GCN5-related, putative) 	-0.3710893542	0.0781774451	-3.2811237954
 NAT9 	 N-acetyltransferase 9 (GCN5-related, putative) 	0.1882132721	0.2702194013	-5.460552613
 NATD1 	 N-acetyltransferase domain containing 1 	-0.0361695113	0.843575113	-6.9660393502
 NAV1 	 neuron navigator 1 	0.507874225	0.036542509	-1.8872482593
 NAV2 	 neuron navigator 2 	-0.7252761025	0.0364703897	-1.8842636905
 NAV3 	 neuron navigator 3 	0.4619750882	0.0659199046	-2.9725106744
 NBAS 	 neuroblastoma amplified sequence 	-0.1758191679	0.2963454248	-5.607783158
 NBEA 	 neurobeachin 	-0.3560789037	0.0649152313	-2.9456601255
 NBEAL1 	 neurobeachin-like 1 	-0.9581994112	0.0194333875	-0.6907354829
 NBEAL1 	 neurobeachin-like 1 	-0.7938130921	0.0263745649	-1.2613611086
 NBEAL2 	 neurobeachin-like 2 	0.8187797861	0.0098934554	0.4509546297
 NBL1 	 neuroblastoma 1, DAN family BMP antagonist 	0.1684727793	0.5529949309	-6.5208257906
 NBN 	 nibrin 	0.0607402294	0.8010972449	-6.9243280566
 NBPF10 	 neuroblastoma breakpoint family, member 10 	0.0847517557	0.6836129586	-6.7699978546
 NBPF10 	 neuroblastoma breakpoint family, member 10 	0.0530682045	0.8035711256	-6.9266183263
 NBPF22P 	 neuroblastoma breakpoint family, member 22, pseudogene 	-0.1516613344	0.5990459529	-6.6202384356
 NBPF3 	 neuroblastoma breakpoint family, member 3 	0.1768032107	0.2863003738	-5.5551226099
 NBPF6 	 neuroblastoma breakpoint family, member 6 	0.014176177	0.9376737283	-7.0253428068
 NBPF6 	 neuroblastoma breakpoint family, member 6 	-0.0122163164	0.942521978	-7.0272389367
 NBPF6 	 neuroblastoma breakpoint family, member 6 	0.0020669348	0.9903821452	-7.0379103577
 NBPF7 	 neuroblastoma breakpoint family, member 7 	-0.0105937536	0.9566079323	-7.0320975388
 NBPF8 	 neuroblastoma breakpoint family, member 8 	0.1954206203	0.3429539456	-5.8401164543
 NBPF8 	 neuroblastoma breakpoint family, member 8 	0.1834924486	0.3482437314	-5.8655048618
 NBPF8 	 neuroblastoma breakpoint family, member 8 	0.1729432181	0.3788561797	-5.9948596884
 NBPF8 	 neuroblastoma breakpoint family, member 8 	0.1596477037	0.4340135474	-6.1926792773
 NBPF8 	 neuroblastoma breakpoint family, member 8 	0.1414335956	0.4767678384	-6.3249094597
 NBPF8 	 neuroblastoma breakpoint family, member 8 	0.1421721189	0.487871767	-6.3579177659
 NBPF8 	 neuroblastoma breakpoint family, member 8 	0.1405136048	0.4930309241	-6.3718096149
 NBPF8 	 neuroblastoma breakpoint family, member 8 	0.0391402593	0.8583517134	-6.9785413996
 NBPF8 	 neuroblastoma breakpoint family, member 8 	0.0334937671	0.8684897383	-6.9860551187
 NBPF9 	 neuroblastoma breakpoint family, member 9 	0.1666313942	0.4082063917	-6.103589364
 NBPF9 	 neuroblastoma breakpoint family, member 9 	0.1261634174	0.5001835511	-6.3905510206
 NBPF9 	 neuroblastoma breakpoint family, member 9 	0.0944730176	0.6528764411	-6.7211121224
 NBPF9 	 neuroblastoma breakpoint family, member 9 	0.0398994902	0.8360111528	-6.958857347
 NBR1 	 neighbor of BRCA1 gene 1 	-0.0212258756	0.9233303711	-7.0190335809
 NBR2 	 neighbor of BRCA1 gene 2 (non-protein coding) 	-0.2193640769	0.2523014516	-5.3468043769
 NCALD 	 neurocalcin delta 	-0.1432110059	0.5568779236	-6.5289647963
 NCAM1 	 neural cell adhesion molecule 1 	-0.4171921252	0.6528764411	-6.7210484232
 NCAM2 	 neural cell adhesion molecule 2 	-0.7423894122	0.2265686301	-5.1720335356
 NCAN 	 neurocan 	-0.1250639035	0.4674008731	-6.2957407471
 NCAPD2 	 non-SMC condensin I complex, subunit D2 	0.7025812746	0.0075851185	0.876767675
 NCAPD3 	 non-SMC condensin II complex, subunit D3 	0.5945794072	0.0165432466	-0.4025722492
 NCAPG 	 non-SMC condensin I complex, subunit G 	1.6441893809	0.0285372338	-1.422176413
 NCAPG2 	 non-SMC condensin II complex, subunit G2 	0.7815995359	0.0156881459	-0.3122242481
 NCAPH 	 non-SMC condensin I complex, subunit H 	1.6388230421	0.0094521565	0.5433380233
 NCAPH2 	 non-SMC condensin II complex, subunit H2 	0.2455550603	0.1827398293	-4.7883923117
 NCBP1 	 nuclear cap binding protein subunit 1, 80kDa 	0.4321917135	0.0523170366	-2.5646763115
 NCBP2 	 nuclear cap binding protein subunit 2, 20kDa 	-0.086283385	0.7073328729	-6.8064468389
 NCBP2-AS2 	 NCBP2 antisense RNA 2 (head to head) 	0.0811260715	0.733088221	-6.8432312898
 NCBP2L 	 nuclear cap binding protein subunit 2-like 	-0.3092891662	0.1915824016	-4.8785914986
 NCCRP1 	 non-specific cytotoxic cell receptor protein 1 homolog (zebrafish) 	0.2812800179	0.2158624261	-5.0889378688
 NCDN 	 neurochondrin 	0.1430167305	0.4793318195	-6.3322901008
 NCEH1 	 neutral cholesterol ester hydrolase 1 	0.1780341336	0.2587750125	-5.3885148351
 NCF1 	 neutrophil cytosolic factor 1 	1.1806794742	0.004074533	1.9815812291
 NCF1 	 neutrophil cytosolic factor 1 	1.1806794742	0.004074533	1.9815812291
 NCF1 	 neutrophil cytosolic factor 1 	1.0639607112	0.006298007	1.1938922216
 NCF2 	 neutrophil cytosolic factor 2 	1.7144098418	0.0026563356	2.8150403974
 NCF4 	 neutrophil cytosolic factor 4, 40kDa 	1.7561801252	0.000944978	4.6333203398
 NCK1 	 NCK adaptor protein 1 	0.5130945748	0.0169910656	-0.4524886378
 NCK2 	 NCK adaptor protein 2 	0.0935910858	0.6681039474	-6.7450036047
 NCKAP1 	 NCK-associated protein 1 	-0.699041724	0.0213098233	-0.8521041419
 NCKAP1L 	 NCK-associated protein 1-like 	2.3176134336	0.0016763851	3.5811364952
 NCKAP5 	 NCK-associated protein 5 	-0.5045775291	0.1148858338	-3.9609789595
 NCKAP5L 	 NCK-associated protein 5-like 	0.1785041838	0.3491307259	-5.8691145363
 NCKAP5L 	 NCK-associated protein 5-like 	0.0860982701	0.6445324764	-6.7058171827
 NCKIPSD 	 NCK interacting protein with SH3 domain 	0.2030260651	0.2564683178	-5.3735828538
 NCL 	 nucleolin 	-0.1176049783	0.5197126275	-6.4410699468
 NCLN 	 nicalin 	0.1940261369	0.2479383731	-5.3198422331
 NCMAP 	 noncompact myelin associated protein 	0.7248150138	0.1579873318	-4.532774535
 NCOA1 	 nuclear receptor coactivator 1 	-0.0073994554	0.969940947	-7.0353645783
 NCOA2 	 nuclear receptor coactivator 2 	-0.0321221797	0.8688834908	-6.9863649063
 NCOA3 	 nuclear receptor coactivator 3 	0.6498848948	0.0114876653	0.2067436779
 NCOA4 	 nuclear receptor coactivator 4 	-0.0461847413	0.8135395479	-6.9372334835
 NCOA5 	 nuclear receptor coactivator 5 	0.4709461685	0.045458228	-2.3102019248
 NCOA6 	 nuclear receptor coactivator 6 	0.0411479121	0.8060346538	-6.9292207723
 NCOA7 	 nuclear receptor coactivator 7 	-0.1900975829	0.4275054373	-6.1694111328
 NCOR1 	 nuclear receptor corepressor 1 	-0.0379021825	0.8258047637	-6.9495967626
 NCOR1P1 	 nuclear receptor corepressor 1 pseudogene 1 	-0.4989997526	0.1089244347	-3.8706840725
 NCOR1P1 	 nuclear receptor corepressor 1 pseudogene 1 	0.0922900409	0.642563921	-6.7025746807
 NCOR2 	 nuclear receptor corepressor 2 	0.3742303303	0.0767223306	-3.2466887202
 NCR1 	 natural cytotoxicity triggering receptor 1 	-0.0416396499	0.8742458294	-6.9902670787
 NCR2 	 natural cytotoxicity triggering receptor 2 	-0.1687839528	0.3304158974	-5.7839271035
 NCR3 	 natural cytotoxicity triggering receptor 3 	0.6074551349	0.0620069052	-2.8668381289
 NCR3 	 natural cytotoxicity triggering receptor 3 	0.6074551349	0.0620069052	-2.8668381289
 NCR3 	 natural cytotoxicity triggering receptor 3 	0.6074551349	0.0620069052	-2.8668381289
 NCR3LG1 	 natural killer cell cytotoxicity receptor 3 ligand 1 	-0.4067777246	0.1817964583	-4.7787596977
 NCRNA00185 	 non-protein coding RNA 185 	0.3339064279	0.6282413873	-6.6767951795
 NCS1 	 neuronal calcium sensor 1 	-0.1787429057	0.629758486	-6.6791081946
 NCSTN 	 nicastrin 	0.1411834933	0.4197831721	-6.1434281909
 ND1 	 NADH dehydrogenase, subunit 1 (complex I) 	-0.2485883647	0.1652765134	-4.6092647063
 ND2 	 MTND2 	-1.2772282867	0.0433539544	-2.2254713895
 ND3 	 NADH dehydrogenase, subunit 3 (complex I) 	-0.3741889487	0.085719049	-3.4450330677
 ND4 	 NADH dehydrogenase, subunit 4 (complex I) 	-0.309934443	0.1220980335	-4.0718944871
 ND5 	 NADH dehydrogenase, subunit 5 (complex I) 	-0.2192846129	0.2382302635	-5.2540319107
 ND6 	 NADH dehydrogenase, subunit 6 (complex I) 	-1.051652491	0.0360924684	-1.8660085826
 NDC1 	 NDC1 transmembrane nucleoporin 	0.2579808237	0.264381202	-5.4218238016
 NDC80 	 NDC80 kinetochore complex component 	1.5218191794	0.012295563	0.1174846112
 NDE1 	 nudE neurodevelopment protein 1 	1.014466658	0.0085763793	0.6966822263
 NDEL1 	 nudE neurodevelopment protein 1-like 1 	0.2324663536	0.1540302624	-4.4860943406
 NDFIP1 	 Nedd4 family interacting protein 1 	-0.1480382874	0.335055788	-5.8051768152
 NDFIP2 	 Nedd4 family interacting protein 2 	-0.3419622155	0.2596440433	-5.3930826881
 NDN 	 necdin, melanoma antigen (MAGE) family member 	0.1065666385	0.5756884304	-6.5710313303
 NDNF 	 neuron-derived neurotrophic factor 	-1.0667720645	0.0795404021	-3.3162447544
 NDNL2 	 necdin-like 2 	-0.0124004961	0.945700994	-7.0284825036
 NDOR1 	 NADPH dependent diflavin oxidoreductase 1 	0.0875986006	0.6042812635	-6.6302818631
 NDP 	 Norrie disease (pseudoglioma) 	-0.223352812	0.5747395637	-6.5686400846
 NDRG1 	 N-myc downstream regulated 1 	-0.2862180107	0.2419263767	-5.2795600213
 NDRG2 	 NDRG family member 2 	-0.3447890998	0.1905724308	-4.8700603228
 NDRG3 	 NDRG family member 3 	0.0578776311	0.7772097028	-6.8973125427
 NDRG4 	 NDRG family member 4 	-0.0989308298	0.5334300621	-6.4742176692
 NDST1 	 N-deacetylase	0.0216783607	0.9164969793	-7.0158520281
 NDST2 	 N-deacetylase	0.715507147	0.0188175741	-0.6352712579
 NDST3 	 N-deacetylase	-0.1642573336	0.4023457947	-6.0834951959
 NDST4 	 N-deacetylase	-0.0384398908	0.8508272429	-6.9723547268
 NDUFA1 	 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa 	-0.3914007627	0.1348651895	-4.2453851189
 NDUFA10 	 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa 	-0.1637103064	0.4312251545	-6.1834165694
 NDUFA11 	 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa 	-0.2458686024	0.2807385004	-5.5224686629
 NDUFA12 	 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12 	-0.1952438737	0.2155712642	-5.086411304
 NDUFA13 	 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13 	-0.1438029875	0.3948748616	-6.0574202154
 NDUFA2 	 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa 	-0.1687425959	0.4936125576	-6.3731357159
 NDUFA3 	 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa 	-0.1223117936	0.7347220156	-6.8456393128
 NDUFA4 	 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa 	-0.4431109702	0.045847498	-2.3262089196
 NDUFA4L2 	 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2 	-0.2160602479	0.1798300082	-4.7579829047
